customer_id,credit_score_band,utilization_pct,delinquency_count_12mo,account_age_months,default_label,credit_profile_note
acct_0009551,fair,0.571,6,25,0,"Fair band customer with 57.1% utilization, 6 delinquencies, and no defaults."
acct_0009552,poor,0.59,11,72,0,"Poor band customer at 59% utilization, 11 delinquencies, and no defaults."
acct_0009553,excellent,0.232,2,103,0,"Excellent band customer with 23.2% utilization, 2 delinquencies, and no defaults."
acct_0009554,excellent,0.047,2,26,0,"Excellent band customer at 4.7% utilization, 2 delinquencies, and no defaults."
acct_0009555,good,0.718,9,104,0,"Good band customer with 71.8% utilization, 9 delinquencies, and no defaults."
acct_0009556,poor,0.971,10,113,0,"Poor band customer at 97.1% utilization, 10 delinquencies, and no defaults."
acct_0009557,fair,0.76,12,229,0,"Fair band customer with 76% utilization, 12 delinquencies, and no defaults."
acct_0009558,poor,0.826,12,81,0,"Poor band customer at 82.6% utilization, 12 delinquencies, and no defaults."
acct_0009559,good,0.338,6,160,0,"Good band customer with 33.8% utilization, 6 delinquencies, and no defaults."
acct_0009560,good,0.285,0,37,0,"Good band customer at 28.5% utilization, 0 delinquencies, and no defaults."
acct_0009561,good,0.57,4,219,0,"Good band customer with 57% utilization, 4 delinquencies, and no defaults."
acct_0009562,excellent,0.094,8,73,0,"Excellent band customer at 9.4% utilization, 8 delinquencies, and no defaults."
acct_0009563,good,0.939,4,196,0,"Good band customer with 93.9% utilization, 4 delinquencies, and no defaults."
acct_0009564,fair,0.598,11,230,0,"Fair band customer at 59.8% utilization, 11 delinquencies, and no defaults."
acct_0009565,good,0.461,5,123,0,"Good band customer with 46.1% utilization, 5 delinquencies, and no defaults."
acct_0009566,excellent,0.603,1,184,0,"Excellent band customer at 60.3% utilization, 1 delinquency, and no defaults."
acct_0009567,excellent,0.119,2,111,0,"Excellent band customer with 11.9% utilization, 2 delinquencies, and no defaults."
acct_0009568,excellent,0.405,6,194,0,"Excellent band customer at 40.5% utilization, 6 delinquencies, and no defaults."
acct_0009569,good,0.316,4,65,0,"Good band customer with 31.6% utilization, 4 delinquencies, and no defaults."
acct_0009570,good,0.147,12,50,0,"Good band customer at 14.7% utilization, 12 delinquencies, and no defaults."
acct_0009571,good,0.591,2,14,0,"Good band customer with 59.1% utilization, 2 delinquencies, and no defaults."
acct_0009572,fair,0.919,10,231,0,"Fair band customer at 91.9% utilization, 10 delinquencies, and no defaults."
acct_0009573,good,0.491,1,131,0,"Good band customer with 49.1% utilization, 1 delinquency, and no defaults."
acct_0009574,good,0.531,3,4,0,"Good band customer at 53.1% utilization, 3 delinquencies, and no defaults."
acct_0009575,excellent,0.892,1,157,0,"Excellent band customer with 89.2% utilization, 1 delinquency, and no defaults."
acct_0009576,poor,0.771,10,70,1,"Customer 9575 is in the poor band with 77.1% utilization, 10 delinquent accounts, and has defaulted."
acct_0009577,fair,0.912,2,192,0,"Customer 9576 is in the fair band with 91.2% utilization, 2 delinquent accounts, and has not defaulted."
acct_0009578,excellent,0.087,4,93,0,"Customer 9577 is in the excellent band with 8.7% utilization, 4 delinquent accounts, and has not defaulted."
acct_0009579,fair,0.592,8,173,0,"Customer 9578 is in the fair band with 59.2% utilization, 8 delinquent accounts, and has not defaulted."
acct_0009580,poor,0.939,12,199,1,"Customer 9579 is in the poor band with 93.9% utilization, 12 delinquent accounts, and has defaulted."
acct_0009581,poor,0.987,12,94,0,"Customer 9580 is in the poor band with 98.7% utilization, 12 delinquent accounts, and has not defaulted."
acct_0009582,good,0.575,0,59,0,"Customer 9581 is in the good band with 57.5% utilization, no delinquent accounts, and has not defaulted."
acct_0009583,fair,0.896,12,80,0,"Customer 9582 is in the fair band with 89.6% utilization, 12 delinquent accounts, and has not defaulted."
acct_0009584,excellent,0.308,4,161,0,"Customer 9583 is in the excellent band with 30.8% utilization, 4 delinquent accounts, and has not defaulted."
acct_0009585,good,0.334,6,82,0,"Customer 9584 is in the good band with 33.4% utilization, 6 delinquent accounts, and has not defaulted."
acct_0009586,fair,0.7,8,219,0,"Customer 9585 is in the fair band with 70.0% utilization, 8 delinquent accounts, and has not defaulted."
acct_0009587,fair,0.596,4,18,0,"Customer 9586 is in the fair band with 59.6% utilization, 4 delinquent accounts, and has not defaulted."
acct_0009588,poor,0.645,12,23,0,"Customer 9587 is in the poor band with 64.5% utilization, 12 delinquent accounts, and has not defaulted."
acct_0009589,fair,0.358,9,198,0,"Customer 9588 is in the fair band with 35.8% utilization, 9 delinquent accounts, and has not defaulted."
acct_0009590,good,0.689,3,193,0,"Customer 9589 is in the good band with 68.9% utilization, 3 delinquent accounts, and has not defaulted."
acct_0009591,fair,0.267,10,180,0,"Customer 9590 is in the fair band with 26.7% utilization, 10 delinquent accounts, and has not defaulted."
acct_0009592,poor,0.963,7,193,1,"Customer 9591 is in the poor band with 96.3% utilization, 7 delinquent accounts, and has defaulted."
acct_0009593,poor,0.81,12,121,1,"Customer 9592 is in the poor band with 81.0% utilization, 12 delinquent accounts, and has defaulted."
acct_0009594,fair,0.85,7,131,1,"Customer 9593 is in the fair band with 85.0% utilization, 7 delinquent accounts, and has defaulted."
acct_0009595,poor,0.905,9,165,0,"Customer 9594 is in the poor band with 90.5% utilization, 9 delinquent accounts, and has not defaulted."
acct_0009596,fair,0.225,6,35,0,"Customer 9595 is in the fair band with 22.5% utilization, 6 delinquent accounts, and has not defaulted."
acct_0009597,good,0.234,6,35,0,"Customer 9596 is in the good band with 23.4% utilization, 6 delinquent accounts, and has not defaulted."
acct_0009598,good,0.319,7,121,0,"Customer 9597 is in the good band with 31.9% utilization, 7 delinquent accounts, and has not defaulted."
acct_0009599,fair,0.292,12,163,0,"Customer 9598 is in the fair band with 29.2% utilization, 12 delinquent accounts, and has not defaulted."
acct_0009600,fair,0.662,11,10,1,"Customer 9599 is in the fair band with 66.2% utilization, 11 delinquent accounts, and has defaulted."
acct_0009601,excellent,0.571,3,136,0,"Excellent band with 57.1% utilization, 3 delinquencies, and no defaults."
acct_0009602,excellent,0.076,8,202,0,"Excellent band with 7.6% utilization, 8 delinquencies, and no defaults."
acct_0009603,good,0.069,8,144,0,"Good band with 6.9% utilization, 8 delinquencies, and no defaults."
acct_0009604,good,0.786,5,116,0,"Good band with 78.6% utilization, 5 delinquencies, and no defaults."
acct_0009605,good,0.629,5,119,0,"Good band with 62.9% utilization, 5 delinquencies, and no defaults."
acct_0009606,good,0.7,0,28,0,"Good band with 70.0% utilization, no delinquencies, and no defaults."
acct_0009607,excellent,0.05,4,92,0,"Excellent band with 5.0% utilization, 4 delinquencies, and no defaults."
acct_0009608,fair,0.237,12,136,0,"Fair band with 23.7% utilization, 12 delinquencies, and no defaults."
acct_0009609,excellent,0.054,9,172,0,"Excellent band with 5.4% utilization, 9 delinquencies, and no defaults."
acct_0009610,good,0.325,5,199,0,"Good band with 32.5% utilization, 5 delinquencies, and no defaults."
acct_0009611,excellent,0.358,2,220,0,"Excellent band with 35.8% utilization, 2 delinquencies, and no defaults."
acct_0009612,good,0.028,11,78,0,"Good band with 2.8% utilization, 11 delinquencies, and no defaults."
acct_0009613,good,0.733,0,212,0,"Good band with 73.3% utilization, no delinquencies, and no defaults."
acct_0009614,poor,0.882,10,147,0,"Poor band with 88.2% utilization, 10 delinquencies, and no defaults."
acct_0009615,excellent,0.31,7,236,0,"Excellent band with 31.0% utilization, 7 delinquencies, and no defaults."
acct_0009616,excellent,0.208,4,211,0,"Excellent band with 20.8% utilization, 4 delinquencies, and no defaults."
acct_0009617,poor,0.45,11,9,1,"Poor band with 45.0% utilization, 11 delinquencies, and one default."
acct_0009618,fair,0.831,12,189,0,"Fair band with 83.1% utilization, 12 delinquencies, and no defaults."
acct_0009619,fair,0.551,2,95,0,"Fair band with 55.1% utilization, 2 delinquencies, and no defaults."
acct_0009620,good,0.301,5,25,0,"Good band with 30.1% utilization, 5 delinquencies, and no defaults."
acct_0009621,fair,0.639,10,61,1,"Fair band with 63.9% utilization, 10 delinquencies, and one default."
acct_0009622,poor,0.699,4,23,0,"Poor band with 69.9% utilization, 4 delinquencies, and no defaults."
acct_0009623,poor,0.421,10,7,0,"Poor band with 42.1% utilization, 10 delinquencies, and no defaults."
acct_0009624,poor,0.851,12,48,1,"Poor band with 85.1% utilization, 12 delinquencies, and one default."
acct_0009625,poor,0.906,4,46,0,"Poor band with 90.6% utilization, 4 delinquencies, and no defaults."
acct_0009626,good,0.421,7,220,0,"Good band with 42.1% utilization, 7 delinquencies, and no default."
acct_0009627,fair,0.52,5,51,1,"Fair band at 52% utilization, 5 delinquencies, and defaulted."
acct_0009628,good,0.323,0,63,0,"Good band with 32.3% utilization, no delinquencies, and no default."
acct_0009629,excellent,0.338,10,134,0,"Excellent band at 33.8% utilization, 10 delinquencies, and no default."
acct_0009630,fair,0.802,9,154,1,"Fair band with 80.2% utilization, 9 delinquencies, and defaulted."
acct_0009631,good,0.606,2,121,0,"Good band at 60.6% utilization, 2 delinquencies, and no default."
acct_0009632,excellent,0.091,4,227,0,"Excellent band with 9.1% utilization, 4 delinquencies, and no default."
acct_0009633,fair,0.492,12,101,0,"Fair band at 49.2% utilization, 12 delinquencies, and no default."
acct_0009634,poor,0.72,12,35,1,"Poor band with 72% utilization, 12 delinquencies, and defaulted."
acct_0009635,poor,0.617,9,102,0,"Poor band at 61.7% utilization, 9 delinquencies, and no default."
acct_0009636,good,0.952,3,82,1,"Good band with 95.2% utilization, 3 delinquencies, and defaulted."
acct_0009637,fair,0.707,12,202,0,"Fair band at 70.7% utilization, 12 delinquencies, and no default."
acct_0009638,excellent,0.25,0,198,0,"Excellent band with 25% utilization, no delinquencies, and no default."
acct_0009639,good,0.509,3,85,0,"Good band at 50.9% utilization, 3 delinquencies, and no default."
acct_0009640,fair,0.257,8,112,0,"Fair band with 25.7% utilization, 8 delinquencies, and no default."
acct_0009641,fair,0.628,11,119,0,"Fair band at 62.8% utilization, 11 delinquencies, and no default."
acct_0009642,fair,0.722,11,169,0,"Fair band with 72.2% utilization, 11 delinquencies, and no default."
acct_0009643,good,0.856,0,54,0,"Good band at 85.6% utilization, no delinquencies, and no default."
acct_0009644,poor,0.936,12,56,1,"Poor band with 93.6% utilization, 12 delinquencies, and defaulted."
acct_0009645,fair,0.785,2,55,0,"Fair band at 78.5% utilization, 2 delinquencies, and no default."
acct_0009646,excellent,0.024,2,201,0,"Excellent band with 2.4% utilization, 2 delinquencies, and no default."
acct_0009647,good,0.785,2,104,1,"Good band at 78.5% utilization, 2 delinquencies, and defaulted."
acct_0009648,good,0.187,9,123,0,"Good band with 18.7% utilization, 9 delinquencies, and no default."
acct_0009649,poor,0.909,8,53,0,"Poor band at 90.9% utilization, 8 delinquencies, and no default."
acct_0009650,fair,0.596,10,69,1,"Fair band with 59.6% utilization, 10 delinquencies, and defaulted."
acct_0009651,fair,0.876,2,98,1,"Fair band, 87.6% utilization, 2 delinquencies, defaulted."
acct_0009652,poor,0.819,10,133,0,"Poor band, 81.9% utilization, 10 delinquencies, not defaulted."
acct_0009653,fair,0.528,12,53,0,"Fair band, 52.8% utilization, 12 delinquencies, not defaulted."
acct_0009654,good,0.561,0,88,0,"Good band, 56.1% utilization, no delinquencies, not defaulted."
acct_0009655,good,0.537,1,45,0,"Good band, 53.7% utilization, 1 delinquency, not defaulted."
acct_0009656,good,0.692,3,120,0,"Good band, 69.2% utilization, 3 delinquencies, not defaulted."
acct_0009657,good,0.063,12,171,0,"Good band, 6.3% utilization, 12 delinquencies, not defaulted."
acct_0009658,excellent,0.336,2,159,0,"Excellent band, 33.6% utilization, 2 delinquencies, not defaulted."
acct_0009659,poor,0.767,12,174,0,"Poor band, 76.7% utilization, 12 delinquencies, not defaulted."
acct_0009660,excellent,0.292,0,5,0,"Excellent band, 29.2% utilization, no delinquencies, not defaulted."
acct_0009661,good,0.355,4,133,0,"Good band, 35.5% utilization, 4 delinquencies, not defaulted."
acct_0009662,good,0.363,7,237,1,"Good band, 36.3% utilization, 7 delinquencies, defaulted."
acct_0009663,poor,0.914,12,217,0,"Poor band, 91.4% utilization, 12 delinquencies, not defaulted."
acct_0009664,excellent,0.515,0,16,0,"Excellent band, 51.5% utilization, no delinquencies, not defaulted."
acct_0009665,fair,0.526,2,16,1,"Fair band, 52.6% utilization, 2 delinquencies, defaulted."
acct_0009666,excellent,0.097,0,193,0,"Excellent band, 9.7% utilization, no delinquencies, not defaulted."
acct_0009667,fair,0.791,5,219,0,"Fair band, 79.1% utilization, 5 delinquencies, not defaulted."
acct_0009668,good,0.279,3,16,0,"Good band, 27.9% utilization, 3 delinquencies, not defaulted."
acct_0009669,fair,0.413,6,76,0,"Fair band, 41.3% utilization, 6 delinquencies, not defaulted."
acct_0009670,good,0.166,10,68,0,"Good band, 16.6% utilization, 10 delinquencies, not defaulted."
acct_0009671,excellent,0.405,8,130,0,"Excellent band, 40.5% utilization, 8 delinquencies, not defaulted."
acct_0009672,good,0.419,11,186,0,"Good band, 41.9% utilization, 11 delinquencies, not defaulted."
acct_0009673,good,0.392,4,194,0,"Good band, 39.2% utilization, 4 delinquencies, not defaulted."
acct_0009674,fair,0.036,11,22,0,"Fair band, 3.6% utilization, 11 delinquencies, not defaulted."
acct_0009675,good,0.458,5,30,0,"Good band, 45.8% utilization, 5 delinquencies, not defaulted."
acct_0009676,good,0.073,7,79,0,"Good band with 7 delinquency, 7.3% utilization, and no defaults."
acct_0009677,good,0.334,3,34,0,"Good band, 33.4% utilization, 3 delinquencies, and no defaults."
acct_0009678,good,0.384,0,5,0,"Good band, 38.4% utilization, no delinquencies, and no defaults."
acct_0009679,excellent,0.04,7,169,0,"Excellent band, 4% utilization, 7 delinquencies, and no defaults."
acct_0009680,fair,0.776,6,20,0,"Fair band, 77.6% utilization, 6 delinquencies, and no defaults."
acct_0009681,excellent,0.581,5,215,0,"Excellent band, 58.1% utilization, 5 delinquencies, and no defaults."
acct_0009682,good,0.528,0,112,0,"Good band, 52.8% utilization, no delinquencies, and no defaults."
acct_0009683,poor,0.659,10,215,0,"Poor band, 65.9% utilization, 10 delinquencies, and no defaults."
acct_0009684,excellent,0.498,2,127,0,"Excellent band, 49.8% utilization, 2 delinquencies, and no defaults."
acct_0009685,good,0.773,0,221,0,"Good band, 77.3% utilization, no delinquencies, and no defaults."
acct_0009686,fair,0.521,7,25,0,"Fair band, 52.1% utilization, 7 delinquencies, and no defaults."
acct_0009687,good,0.512,2,174,0,"Good band, 51.2% utilization, 2 delinquencies, and no defaults."
acct_0009688,good,0.327,9,148,0,"Good band, 32.7% utilization, 9 delinquencies, and no defaults."
acct_0009689,good,0.391,8,211,0,"Good band, 39.1% utilization, 8 delinquencies, and no defaults."
acct_0009690,fair,0.68,6,162,0,"Fair band, 68% utilization, 6 delinquencies, and no defaults."
acct_0009691,excellent,0.335,1,150,0,"Excellent band, 33.5% utilization, 1 delinquency, and no defaults."
acct_0009692,good,0.646,1,133,0,"Good band, 64.6% utilization, 1 delinquency, and no defaults."
acct_0009693,fair,0.805,4,181,0,"Fair band, 80.5% utilization, 4 delinquencies, and no defaults."
acct_0009694,excellent,0.442,0,193,0,"Excellent band, 44.2% utilization, no delinquencies, and no defaults."
acct_0009695,poor,0.566,11,19,0,"Poor band, 56.6% utilization, 11 delinquencies, and no defaults."
acct_0009696,good,0.171,12,202,0,"Good band, 17.1% utilization, 12 delinquencies, and no defaults."
acct_0009697,fair,0.725,9,136,0,"Fair band, 72.5% utilization, 9 delinquencies, and no defaults."
acct_0009698,good,0.561,12,213,0,"Good band, 56.1% utilization, 12 delinquencies, and no defaults."
acct_0009699,excellent,0.007,7,229,0,"Excellent band, 0.7% utilization, 7 delinquencies, and no defaults."
acct_0009700,excellent,0.449,4,112,0,"Excellent band, 44.9% utilization, 4 delinquencies, and no defaults."
acct_0009701,poor,0.992,8,40,1,"Customer 9700 has poor credit, high utilization, 8 delinquencies, and has defaulted."
acct_0009702,good,0.687,3,138,0,"Customer 9701 is good credit with moderate utilization, 3 delinquencies, and no defaults."
acct_0009703,good,0.338,9,128,1,"Customer 9702 has good credit, low utilization, 9 delinquencies, and has defaulted."
acct_0009704,good,0.333,10,152,0,"Customer 9703 is good credit with low utilization, 10 delinquencies, and no defaults."
acct_0009705,fair,0.22,9,16,0,"Customer 9704 has fair credit, low utilization, 9 delinquencies, and no defaults."
acct_0009706,good,0.051,4,60,0,"Customer 9705 is good credit with very low utilization, 4 delinquencies, and no defaults."
acct_0009707,poor,0.715,8,145,0,"Customer 9706 has poor credit, moderate utilization, 8 delinquencies, and no defaults."
acct_0009708,excellent,0.167,1,211,0,"Customer 9707 has excellent credit, low utilization, 1 delinquency, and no defaults."
acct_0009709,excellent,0.504,2,180,0,"Customer 9708 is excellent credit with moderate utilization, 2 delinquencies, and no defaults."
acct_0009710,poor,0.994,4,76,0,"Customer 9709 has poor credit, high utilization, 4 delinquencies, and no defaults."
acct_0009711,fair,0.556,12,103,0,"Customer 9710 has fair credit, moderate utilization, 12 delinquencies, and no defaults."
acct_0009712,good,0.297,3,9,0,"Customer 9711 is good credit with low utilization, 3 delinquencies, and no defaults."
acct_0009713,fair,0.303,12,35,0,"Customer 9712 has fair credit, moderate utilization, 12 delinquencies, and no defaults."
acct_0009714,excellent,0.037,7,227,0,"Customer 9713 is excellent credit with very low utilization, 7 delinquencies, and no defaults."
acct_0009715,good,0.377,6,152,0,"Customer 9714 is good credit with moderate utilization, 6 delinquencies, and no defaults."
acct_0009716,good,0.427,2,216,0,"Customer 9715 is good credit with moderate utilization, 2 delinquencies, and no defaults."
acct_0009717,fair,0.121,3,82,0,"Customer 9716 has fair credit, low utilization, 3 delinquencies, and no defaults."
acct_0009718,good,0.885,2,193,0,"Customer 9717 is good credit with high utilization, 2 delinquencies, and no defaults."
acct_0009719,excellent,0.088,1,128,0,"Customer 9718 has excellent credit, very low utilization, 1 delinquency, and no defaults."
acct_0009720,excellent,0.137,7,193,0,"Customer 9719 is excellent credit with low utilization, 7 delinquencies, and no defaults."
acct_0009721,excellent,0.184,1,203,0,"Customer 9720 has excellent credit, low utilization, 1 delinquency, and no defaults."
acct_0009722,fair,0.952,11,104,1,"Customer 9721 has fair credit, high utilization, 11 delinquencies, and has defaulted."
acct_0009723,poor,0.821,5,110,0,"Customer 9722 has poor credit, high utilization, 5 delinquencies, and no defaults."
acct_0009724,good,0.188,5,174,0,"Customer 9723 is good credit with low utilization, 5 delinquencies, and no defaults."
acct_0009725,fair,0.275,12,190,1,"Customer 9724 has fair credit, low utilization, 12 delinquencies, and has defaulted."
acct_0009726,excellent,0.204,8,189,0,"Excellent band with 20.4% utilization, 8 delinquent payments, and no default."
acct_0009727,good,0.6,5,174,0,"Good band with 60% utilization, 5 delinquent payments, and no default."
acct_0009728,fair,0.474,5,69,0,"Fair band with 47.4% utilization, 5 delinquent payments, and no default."
acct_0009729,fair,0.352,12,146,0,"Fair band with 35.2% utilization, 12 delinquent payments, and no default."
acct_0009730,poor,0.741,6,79,0,"Poor band with 74.1% utilization, 6 delinquent payments, and no default."
acct_0009731,poor,0.188,12,14,0,"Poor band with 18.8% utilization, 12 delinquent payments, and no default."
acct_0009732,good,0.265,6,238,0,"Good band with 26.5% utilization, 6 delinquent payments, and no default."
acct_0009733,excellent,0.098,4,214,0,"Excellent band with 9.8% utilization, 4 delinquent payments, and no default."
acct_0009734,fair,0.621,9,203,1,"Fair band with 62.1% utilization, 9 delinquent payments, and defaulted."
acct_0009735,good,0.188,6,54,0,"Good band with 18.8% utilization, 6 delinquent payments, and no default."
acct_0009736,fair,0.905,0,135,0,"Fair band with 90.5% utilization, no delinquent payments, and no default."
acct_0009737,excellent,0.395,3,129,0,"Excellent band with 39.5% utilization, 3 delinquent payments, and no default."
acct_0009738,good,0.463,6,39,0,"Good band with 46.3% utilization, 6 delinquent payments, and no default."
acct_0009739,good,0.752,1,193,0,"Good band with 75.2% utilization, 1 delinquent payment, and no default."
acct_0009740,poor,0.929,9,206,0,"Poor band with 92.9% utilization, 9 delinquent payments, and no default."
acct_0009741,good,0.51,8,101,0,"Good band with 51% utilization, 8 delinquent payments, and no default."
acct_0009742,fair,0.868,1,169,0,"Fair band with 86.8% utilization, 1 delinquent payment, and no default."
acct_0009743,good,0.098,7,82,0,"Good band with 9.8% utilization, 7 delinquent payments, and no default."
acct_0009744,poor,0.816,11,200,0,"Poor band with 81.6% utilization, 11 delinquent payments, and no default."
acct_0009745,good,0.407,9,173,0,"Good band with 40.7% utilization, 9 delinquent payments, and no default."
acct_0009746,good,0.215,3,52,0,"Good band with 21.5% utilization, 3 delinquent payments, and no default."
acct_0009747,good,0.082,12,202,0,"Good band with 8.2% utilization, 12 delinquent payments, and no default."
acct_0009748,good,0.796,0,58,0,"Good band with 79.6% utilization, no delinquent payments, and no default."
acct_0009749,good,0.287,7,150,0,"Good band with 28.7% utilization, 7 delinquent payments, and no default."
acct_0009750,fair,0.854,5,140,0,"Fair band with 85.4% utilization, 5 delinquent payments, and no default."
acct_0009751,good,0.444,5,137,0,"Good band with 44.4% utilization, 5 delinquencies, and has not defaulted."
acct_0009752,excellent,0.186,0,100,0,"Excellent band with 18.6% utilization, no delinquencies, and has not defaulted."
acct_0009753,fair,0.47,8,71,0,"Fair band with 47% utilization, 8 delinquencies, and has not defaulted."
acct_0009754,poor,0.167,10,51,0,"Poor band with 16.7% utilization, 10 delinquencies, and has not defaulted."
acct_0009755,fair,0.648,9,208,0,"Fair band with 64.8% utilization, 9 delinquencies, and has not defaulted."
acct_0009756,fair,0.632,10,88,0,"Fair band with 63.2% utilization, 10 delinquencies, and has not defaulted."
acct_0009757,good,0.068,8,169,0,"Good band with 6.8% utilization, 8 delinquencies, and has not defaulted."
acct_0009758,good,0.553,2,228,0,"Good band with 55.3% utilization, 2 delinquencies, and has not defaulted."
acct_0009759,fair,0.801,9,72,0,"Fair band with 80.1% utilization, 9 delinquencies, and has not defaulted."
acct_0009760,good,0.644,3,105,0,"Good band with 64.4% utilization, 3 delinquencies, and has not defaulted."
acct_0009761,fair,0.792,4,230,0,"Fair band with 79.2% utilization, 4 delinquencies, and has not defaulted."
acct_0009762,good,0.524,4,0,0,"Good band with 52.4% utilization, 4 delinquencies, and has not defaulted."
acct_0009763,fair,0.422,5,105,0,"Fair band with 42.2% utilization, 5 delinquencies, and has not defaulted."
acct_0009764,good,0.477,7,33,0,"Good band with 47.7% utilization, 7 delinquencies, and has not defaulted."
acct_0009765,fair,0.786,10,186,0,"Fair band with 78.6% utilization, 10 delinquencies, and has not defaulted."
acct_0009766,fair,0.948,3,108,0,"Fair band with 94.8% utilization, 3 delinquencies, and has not defaulted."
acct_0009767,good,0.751,11,230,0,"Good band with 75.1% utilization, 11 delinquencies, and has not defaulted."
acct_0009768,good,0.077,8,43,0,"Good band with 7.7% utilization, 8 delinquencies, and has not defaulted."
acct_0009769,excellent,0.126,2,227,0,"Excellent band with 12.6% utilization, 2 delinquencies, and has not defaulted."
acct_0009770,excellent,0.157,7,118,0,"Excellent band with 15.7% utilization, 7 delinquencies, and has not defaulted."
acct_0009771,good,0.113,9,179,0,"Good band with 11.3% utilization, 9 delinquencies, and has not defaulted."
acct_0009772,excellent,0.013,3,12,0,"Excellent band with 1.3% utilization, 3 delinquencies, and has not defaulted."
acct_0009773,poor,0.901,11,218,0,"Poor band with 90.1% utilization, 11 delinquencies, and has not defaulted."
acct_0009774,excellent,0.021,0,71,0,"Excellent band with 2.1% utilization, no delinquencies, and has not defaulted."
acct_0009775,fair,0.252,12,69,1,"Fair band with 25.2% utilization, 12 delinquencies, and has defaulted."
acct_0009776,excellent,0.264,5,197,0,"Excellent band with 26.4% utilization, 5 delinquencies, and no defaults."
acct_0009777,good,0.346,3,114,0,"Good band, 34.6% utilization, 3 delinquencies, and no defaults."
acct_0009778,fair,0.725,8,235,0,"Fair band with high 72.5% utilization, 8 delinquencies, and no defaults."
acct_0009779,excellent,0.454,2,120,0,"Excellent band at 45.4% utilization, 2 delinquencies, and no defaults."
acct_0009780,good,0.659,5,2,0,"Good band with 65.9% utilization, 5 delinquencies, and no defaults."
acct_0009781,poor,0.673,9,74,1,"Poor band, 67.3% utilization, 9 delinquencies, and one default."
acct_0009782,good,0.108,5,5,0,"Good band, low 10.8% utilization, 5 delinquencies, and no defaults."
acct_0009783,good,0.111,12,208,0,"Good band with 11.1% utilization, 12 delinquencies, and no defaults."
acct_0009784,good,0.249,7,224,0,"Good band at 24.9% utilization, 7 delinquencies, and no defaults."
acct_0009785,fair,0.259,8,84,0,"Fair band with 25.9% utilization, 8 delinquencies, and no defaults."
acct_0009786,good,0.275,7,223,0,"Good band, 27.5% utilization, 7 delinquencies, and no defaults."
acct_0009787,fair,0.396,12,217,0,"Fair band with 39.6% utilization, 12 delinquencies, and no defaults."
acct_0009788,fair,0.208,5,59,0,"Fair band, low 20.8% utilization, 5 delinquencies, and no defaults."
acct_0009789,fair,0.311,8,238,0,"Fair band at 31.1% utilization, 8 delinquencies, and no defaults."
acct_0009790,excellent,0.306,10,231,0,"Excellent band with 30.6% utilization, 10 delinquencies, and no defaults."
acct_0009791,fair,0.76,6,103,0,"Fair band, high 76.0% utilization, 6 delinquencies, and no defaults."
acct_0009792,excellent,0.148,3,4,0,"Excellent band, low 14.8% utilization, 3 delinquencies, and no defaults."
acct_0009793,fair,0.463,12,56,0,"Fair band with 46.3% utilization, 12 delinquencies, and no defaults."
acct_0009794,fair,0.576,9,188,0,"Fair band, 57.6% utilization, 9 delinquencies, and no defaults."
acct_0009795,good,0.216,6,168,0,"Good band at 21.6% utilization, 6 delinquencies, and no defaults."
acct_0009796,good,0.192,10,146,0,"Good band with 19.2% utilization, 10 delinquencies, and no defaults."
acct_0009797,poor,0.521,11,84,0,"Poor band, 52.1% utilization, 11 delinquencies, and no defaults."
acct_0009798,poor,0.619,9,13,1,"Poor band at 61.9% utilization, 9 delinquencies, and one default."
acct_0009799,fair,0.935,9,156,0,"Fair band with high 93.5% utilization, 9 delinquencies, and no defaults."
acct_0009800,fair,0.518,11,74,0,"Fair band, 51.8% utilization, 11 delinquencies, and no defaults."
acct_0009801,poor,0.851,10,153,0,"Poor band with 85.1% utilization, 10 delinquencies, and has not defaulted."
acct_0009802,excellent,0.369,2,145,0,"Excellent band with 36.9% utilization, 2 delinquencies, and has not defaulted."
acct_0009803,fair,0.993,0,84,0,"Fair band with 99.3% utilization, no delinquencies, and has not defaulted."
acct_0009804,excellent,0.099,4,122,0,"Excellent band with 9.9% utilization, 4 delinquencies, and has not defaulted."
acct_0009805,fair,0.187,4,57,0,"Fair band with 18.7% utilization, 4 delinquencies, and has not defaulted."
acct_0009806,poor,0.722,7,212,0,"Poor band with 72.2% utilization, 7 delinquencies, and has not defaulted."
acct_0009807,good,0.477,1,49,0,"Good band with 47.7% utilization, 1 delinquency, and has not defaulted."
acct_0009808,good,0.077,9,218,0,"Good band with 7.7% utilization, 9 delinquencies, and has not defaulted."
acct_0009809,poor,0.971,4,30,0,"Poor band with 97.1% utilization, 4 delinquencies, and has not defaulted."
acct_0009810,fair,0.302,10,146,0,"Fair band with 30.2% utilization, 10 delinquencies, and has not defaulted."
acct_0009811,poor,0.557,12,232,0,"Poor band with 55.7% utilization, 12 delinquencies, and has not defaulted."
acct_0009812,good,0.516,5,124,0,"Good band with 51.6% utilization, 5 delinquencies, and has not defaulted."
acct_0009813,fair,0.973,9,216,1,"Fair band with 97.3% utilization, 9 delinquencies, and has defaulted."
acct_0009814,good,0.347,8,174,0,"Good band with 34.7% utilization, 8 delinquencies, and has not defaulted."
acct_0009815,fair,0.919,6,186,0,"Fair band with 91.9% utilization, 6 delinquencies, and has not defaulted."
acct_0009816,good,0.263,10,182,0,"Good band with 26.3% utilization, 10 delinquencies, and has not defaulted."
