customer_id,account_tenure_months,avg_monthly_spend,home_zip,credit_score_band,risk_tier,delinquency_flag,occupation,segment,profile_summary
acct_0003884,215,273.69,50940,good,high,1,Entrepreneur,small_business,"High-risk customer with good credit and moderate spend, indicating potential volatility in finances."
acct_0003885,195,203.27,24611,excellent,low,1,Project Manager,prime,"Stable customer with excellent credit and moderate spend, reflecting strong financial reliability."
acct_0003886,211,307.26,47253,good,low,1,Data Analyst,prime,"Low-risk profile with good credit and high monthly spend, indicating strong financial management."
acct_0003887,216,160.53,17488,fair,low,1,Customer Service Rep,retail,"Low-risk customer with fair credit and moderate spend, suggesting cautious financial behavior."
acct_0003888,208,147.03,25899,excellent,low,1,Graphic Designer,prime,"Low-risk profile with excellent credit and modest spend, showing reliable financial habits."
acct_0003889,232,251.38,22572,excellent,low,1,Software Developer,prime,"Low-risk customer with excellent credit and high spend, indicating strong financial stability."
acct_0003890,206,238.95,84196,excellent,low,1,Accountant,prime,"Stable customer with excellent credit and moderate spend, reflecting responsible credit use."
acct_0003891,192,181.45,61067,fair,high,1,Consultant,subprime,"High-risk profile with fair credit and moderate spend, indicating potential financial instability."
acct_0003892,222,231.28,93310,excellent,low,1,Engineer,prime,"Low-risk customer with excellent credit and substantial spend, demonstrating financial reliability."
acct_0003893,233,379.68,49238,excellent,low,1,Teacher,prime,"Low-risk profile with excellent credit and high spend, indicating strong financial management."
acct_0003894,221,336.14,28121,excellent,low,1,Healthcare Worker,prime,"Low-risk customer with excellent credit and significant spend, reflecting stable financial behavior."
acct_0003895,227,258.35,64772,fair,high,1,Freelancer,subprime,"High-risk profile with fair credit and moderate spend, suggesting potential payment concerns."
acct_0003896,233,335.66,93660,good,high,1,Real Estate Agent,high,"High-risk customer with good credit and substantial spend, indicating potential volatility in finances."
acct_0003897,239,271.29,57932,good,low,1,Sales Manager,prime,"Low-risk profile with good credit and moderate spend, reflecting responsible credit habits."
acct_0003898,235,215.96,11607,good,low,1,Teacher,retail,"Low-risk customer with good credit and moderate spend, indicating consistent financial behavior."
acct_0003899,207,264.48,37325,fair,high,1,Construction Manager,subprime,"High-risk profile with fair credit and moderate spend, suggesting potential payment issues."
acct_0003900,228,336.71,93245,excellent,low,1,Financial Advisor,prime,"Low-risk customer with excellent credit and high spend, demonstrating strong financial health."
acct_0003901,239,383.06,56650,good,low,1,Retail Manager,retail,"Long-term cardholder with good credit and consistent, moderate monthly spending."
acct_0003902,230,188.33,95672,excellent,low,1,Accountant,prime,Stable cardholder with excellent credit and low monthly spending.
acct_0003903,184,153.18,55833,excellent,low,1,Graphic Designer,prime,Reliable cardholder with excellent credit and low monthly spending.
acct_0003904,227,483.03,11084,excellent,low,1,Marketing Director,prime,Long-term cardholder with excellent credit and higher monthly spending.
acct_0003905,203,417.92,88573,excellent,low,1,Software Engineer,prime,Consistent cardholder with excellent credit and above-average monthly spending.
acct_0003906,218,493.2,78670,good,high,1,Sales Executive,high,High-risk cardholder with good credit and elevated monthly spending.
acct_0003907,239,427.35,74371,good,low,1,Teacher,retail,Long-term cardholder with good credit and moderate monthly spending.
acct_0003908,228,439.63,97317,excellent,low,1,Project Manager,prime,Stable cardholder with excellent credit and significant monthly spending.
acct_0003909,228,245.99,27657,excellent,low,1,Nurse,prime,Reliable cardholder with excellent credit and moderate monthly spending.
acct_0003910,237,251.73,91530,excellent,low,1,Research Scientist,prime,Long-term cardholder with excellent credit and low monthly spending.
acct_0003911,190,329.9,30935,good,low,1,Construction Worker,retail,Cardholder with good credit and moderate monthly spending.
acct_0003912,233,101.77,97362,excellent,low,1,Student,student,Young cardholder with excellent credit and very low monthly spending.
acct_0003913,231,284.28,27228,poor,high,1,Freelancer,high,High-risk cardholder with poor credit and moderate monthly spending.
acct_0003914,223,310.72,59528,good,low,1,Office Administrator,retail,Stable cardholder with good credit and moderate monthly spending.
acct_0003915,239,626.18,81040,excellent,low,1,Entrepreneur,prime,Long-term cardholder with excellent credit and high monthly spending.
acct_0003916,209,251.88,17033,excellent,low,1,Graphic Artist,prime,Reliable cardholder with excellent credit and low monthly spending.
acct_0003917,178,85.17,16003,excellent,low,1,Intern,student,Young cardholder with excellent credit and minimal monthly spending.
acct_0003918,230,225.65,86480,excellent,low,1,Waiter,student,Young cardholder with excellent credit and low monthly spending.
acct_0003919,222,141.39,15438,excellent,low,1,Retail Associate,student,Young cardholder with excellent credit and low monthly spending.
acct_0003920,195,245.04,65243,fair,high,1,Delivery Driver,high,High-risk cardholder with fair credit and low monthly spending.
acct_0003921,212,192.47,94438,excellent,low,1,Pharmacist,prime,Stable cardholder with excellent credit and low monthly spending.
acct_0003922,235,237.38,65325,excellent,low,1,Data Analyst,prime,Long-term cardholder with excellent credit and moderate monthly spending.
acct_0003923,223,125.51,53289,good,high,1,Financial Analyst,high,High-risk cardholder with good credit and low monthly spending.
acct_0003924,213,245.1,47552,fair,high,1,Real Estate Agent,high,High-risk cardholder with fair credit and moderate monthly spending.
acct_0003925,223,476.45,67434,good,medium,1,Sales Manager,medium,Medium-risk cardholder with good credit and high monthly spending.
acct_0003926,223,126.6,61465,excellent,low,1,Software Engineer,prime,Long-term cardholder with excellent credit and stable spending habits.
acct_0003927,186,174.25,55158,fair,high,1,Retail Manager,subprime,High-risk customer with fair credit and inconsistent spending patterns.
acct_0003928,236,492.84,23822,good,high,1,Marketing Director,high,High-risk customer with good credit and significant monthly spend.
acct_0003929,206,197.2,69639,excellent,low,1,Business Analyst,prime,Stable cardholder with excellent credit and moderate spending.
acct_0003930,229,226.3,76578,excellent,low,1,Accountant,prime,Long-term cardholder with excellent credit and high monthly spend.
acct_0003931,185,200.55,73796,excellent,low,1,Project Manager,prime,Reliable customer with excellent credit and consistent spending.
acct_0003932,237,210.19,16751,fair,high,1,Sales Representative,subprime,High-risk customer with fair credit and significant spending.
acct_0003933,232,217.34,73258,fair,low,1,Graphic Designer,prime,Stable cardholder with fair credit and moderate monthly spend.
acct_0003934,222,384.78,75679,fair,low,1,Web Developer,prime,Consistent customer with fair credit and high monthly spend.
acct_0003935,239,529.9,26507,excellent,low,1,Data Scientist,prime,Long-term cardholder with excellent credit and high spending.
acct_0003936,236,200.13,86407,good,low,1,Operations Manager,prime,Reliable customer with good credit and consistent spending.
acct_0003937,216,377.93,57145,fair,high,1,Customer Service Rep,subprime,High-risk cardholder with fair credit and variable spending.
acct_0003938,187,640.57,52521,fair,high,1,Product Manager,subprime,High-risk customer with fair credit and high spending.
acct_0003939,231,344.21,75045,good,low,1,Financial Analyst,prime,Stable cardholder with good credit and high monthly spend.
acct_0003940,237,317.55,55884,good,low,1,HR Specialist,prime,Reliable customer with good credit and consistent spending.
acct_0003941,200,517.6,59026,fair,high,1,Business Consultant,subprime,High-risk customer with fair credit and significant spending.
acct_0003942,200,77.13,38098,excellent,low,1,Teacher,prime,Long-term cardholder with excellent credit and low monthly spend.
acct_0003943,237,120.08,93507,excellent,low,1,Nurse,prime,Stable cardholder with excellent credit and low spending.
acct_0003944,223,357.54,97250,good,low,1,Research Scientist,prime,Reliable customer with good credit and high monthly spend.
acct_0003945,239,170.7,21738,fair,high,1,Sales Manager,subprime,High-risk customer with fair credit and moderate spending.
acct_0003946,182,233.79,75980,excellent,low,1,Project Coordinator,prime,Long-term cardholder with excellent credit and moderate spending.
acct_0003947,188,109.39,12100,excellent,low,1,Administrative Assistant,prime,Stable cardholder with excellent credit and low spending.
acct_0003948,182,158.45,43208,excellent,low,1,Social Worker,prime,Reliable customer with excellent credit and low monthly spend.
acct_0003949,140,228.61,97298,excellent,low,1,IT Technician,prime,Long-term cardholder with excellent credit and moderate spending.
acct_0003950,226,175.89,25732,fair,low,1,Marketing Specialist,subprime,High-risk customer with fair credit and moderate spending.
acct_0003951,216,262.32,43929,good,high,1,Retail Manager,prime,High-risk customer with good credit and moderate monthly spend.
acct_0003952,232,196.94,29761,excellent,low,1,Software Engineer,prime,Low-risk customer with excellent credit and stable spending habits.
acct_0003953,226,476.85,75539,poor,high,1,Construction Worker,subprime,High-risk customer with poor credit and high monthly spend.
acct_0003954,218,244.09,51752,excellent,low,1,Marketing Specialist,prime,Low-risk customer with excellent credit and consistent spending.
acct_0003955,206,550.99,63379,good,low,1,Business Consultant,prime,Low-risk customer with good credit and high monthly spend.
acct_0003956,227,124.56,94830,excellent,low,1,Teacher,prime,Low-risk customer with excellent credit and low monthly spend.
acct_0003957,211,231.35,56894,poor,high,1,Freelance Artist,subprime,High-risk customer with poor credit and moderate spending.
acct_0003958,229,218.67,76072,poor,high,1,Delivery Driver,subprime,High-risk customer with poor credit and low monthly spend.
acct_0003959,233,100.87,18811,fair,high,1,Retail Associate,subprime,High-risk customer with fair credit and low monthly spend.
acct_0003960,218,305.99,29371,excellent,low,1,Project Manager,prime,Low-risk customer with excellent credit and high monthly spend.
acct_0003961,226,198.1,95216,excellent,low,1,Accountant,prime,Low-risk customer with excellent credit and stable spending.
acct_0003962,235,219.24,87359,excellent,low,1,Data Analyst,prime,Low-risk customer with excellent credit and moderate spending.
acct_0003963,239,480.64,69100,good,low,1,Sales Representative,prime,Low-risk customer with good credit and high monthly spend.
acct_0003964,185,200.31,44037,good,low,1,Nurse,prime,Low-risk customer with good credit and stable spending.
acct_0003965,188,315.87,27982,good,low,1,Graphic Designer,prime,Low-risk customer with good credit and consistent monthly spend.
acct_0003966,209,297.98,86654,good,low,1,Research Scientist,prime,Low-risk customer with good credit and moderate spending.
acct_0003967,213,210.27,80676,excellent,low,1,Financial Analyst,prime,Low-risk customer with excellent credit and stable spending.
acct_0003968,238,312.48,31752,good,high,1,Real Estate Agent,prime,High-risk customer with good credit and high monthly spend.
acct_0003969,235,243.6,63084,excellent,low,1,Hospitality Manager,prime,Low-risk customer with excellent credit and moderate spending.
acct_0003970,229,230.4,65678,excellent,low,1,Web Developer,prime,Low-risk customer with excellent credit and consistent monthly spend.
acct_0003971,225,269.98,52971,good,low,1,Customer Service Rep,prime,Low-risk customer with good credit and moderate spending.
acct_0003972,233,408.56,93399,fair,high,1,Warehouse Supervisor,subprime,High-risk customer with fair credit and high monthly spend.
acct_0003973,236,157.08,21168,fair,high,1,Bartender,subprime,High-risk customer with fair credit and low monthly spend.
acct_0003974,174,174.59,33210,poor,high,1,Mechanic,subprime,High-risk customer with poor credit and low monthly spend.
acct_0003975,223,454.85,18552,excellent,low,1,Marketing Manager,prime,Low-risk customer with excellent credit and high monthly spend.
acct_0003976,233,314.14,72362,poor,high,1,Retail Worker,subprime,High-risk customer with poor credit and inconsistent spending habits.
acct_0003977,238,100.74,67960,excellent,low,1,Software Engineer,prime,Stable low-risk customer with excellent credit and low monthly spend.
acct_0003978,188,110.23,98857,fair,low,1,Customer Service Representative,prime,Low-risk customer with fair credit and moderate monthly spend.
acct_0003979,222,252.49,58807,good,high,1,Sales Manager,subprime,High-risk customer with good credit and fluctuating spending patterns.
acct_0003980,238,403.15,23553,good,medium,1,Accountant,medium,Medium-risk customer with good credit and high monthly spend.
acct_0003981,220,219.75,50578,excellent,low,1,Marketing Specialist,prime,Stable low-risk customer with excellent credit and moderate spending.
acct_0003982,238,246.52,17956,excellent,low,1,Graphic Designer,prime,Low-risk customer with excellent credit and consistent monthly spend.
acct_0003983,188,174.88,70381,excellent,low,1,Teacher,prime,Low-risk customer with excellent credit and low spending.
acct_0003984,181,162.09,70676,excellent,low,1,Nurse,prime,Low-risk customer with excellent credit and moderate monthly spending.
acct_0003985,181,172.74,87187,good,low,1,Project Manager,prime,Low-risk customer with good credit and steady spending habits.
acct_0003986,165,225.24,40575,good,low,1,Web Developer,prime,Low-risk customer with good credit and consistent monthly spend.
acct_0003987,236,81.09,37910,fair,low,1,Retail Associate,prime,Low-risk customer with fair credit and minimal spending.
acct_0003988,233,318.59,16411,excellent,low,1,Financial Analyst,prime,Low-risk customer with excellent credit and high spending.
acct_0003989,139,94.46,47363,excellent,low,1,Data Scientist,prime,Low-risk customer with excellent credit and low monthly spend.
acct_0003990,223,334.81,52777,good,low,1,Operations Manager,prime,Low-risk customer with good credit and high monthly spending.
acct_0003991,223,193.65,77902,fair,high,1,Construction Worker,subprime,High-risk customer with fair credit and inconsistent spending.
acct_0003992,225,425.37,77838,poor,high,1,Unemployed,subprime,High-risk customer with poor credit and high monthly spend.
acct_0003993,233,156.27,22622,good,medium,1,Business Analyst,medium,Medium-risk customer with good credit and moderate spending.
acct_0003994,216,180.87,35660,poor,high,1,Warehouse Worker,subprime,High-risk customer with poor credit and low monthly spend.
acct_0003995,200,310.49,56031,excellent,low,1,Human Resources Manager,prime,Low-risk customer with excellent credit and high monthly spend.
acct_0003996,232,220.6,40153,excellent,low,1,Sales Associate,prime,Low-risk customer with excellent credit and moderate spending.
acct_0003997,226,409.73,12299,good,low,1,IT Support,prime,Low-risk customer with good credit and high spending.
acct_0003998,222,118.23,86112,excellent,low,1,Research Scientist,prime,Low-risk customer with excellent credit and low monthly spend.
acct_0003999,234,157.35,75813,good,high,1,Delivery Driver,subprime,High-risk customer with good credit and inconsistent spending.
acct_0004000,237,130.89,56805,excellent,low,1,Teacher,prime,Low-risk customer with excellent credit and low monthly spend.
acct_0004001,210,345.22,38573,good,low,1,Accountant,prime,Stable customer with good credit and consistent monthly spend of $345.
acct_0004002,200,285.89,85845,good,high,1,Freelancer,subprime,High-risk customer with good credit and fluctuating monthly spend of $285.
acct_0004003,204,111.12,13175,excellent,low,1,Teacher,prime,Low-risk customer with excellent credit and low monthly spend of $111.
acct_0004004,238,530.13,50174,good,low,1,Engineer,prime,Reliable customer with good credit and higher monthly spend of $530.
acct_0004005,230,215.97,82085,excellent,low,1,Nurse,prime,Low-risk customer with excellent credit and moderate monthly spend of $216.
acct_0004006,239,161.37,95766,excellent,low,1,Software Developer,prime,Low-risk customer with excellent credit and low monthly spend of $161.
acct_0004007,230,215.91,32627,excellent,low,1,Graphic Designer,prime,Stable customer with excellent credit and moderate monthly spend of $216.
acct_0004008,206,168.04,68570,excellent,low,1,Data Analyst,prime,Low-risk customer with excellent credit and low monthly spend of $168.
acct_0004009,202,256.65,27071,excellent,low,1,Sales Representative,prime,Low-risk customer with excellent credit and moderate monthly spend of $257.
acct_0004010,199,338.19,20430,good,low,1,Project Manager,prime,Reliable customer with good credit and consistent monthly spend of $338.
acct_0004011,220,98.33,41771,excellent,low,1,Research Scientist,prime,Low-risk customer with excellent credit and low monthly spend of $98.
acct_0004012,206,323.24,89657,good,low,1,Marketing Specialist,prime,Stable customer with good credit and consistent monthly spend of $323.
acct_0004013,220,157.28,72052,excellent,low,1,Consultant,prime,Low-risk customer with excellent credit and low monthly spend of $157.
acct_0004014,152,124.55,54033,excellent,low,1,Web Developer,prime,Low-risk customer with excellent credit and low monthly spend of $125.
acct_0004015,219,210.67,35453,good,high,1,Entrepreneur,subprime,High-risk customer with good credit and moderate monthly spend of $211.
acct_0004016,235,119.43,22747,excellent,low,1,Financial Analyst,prime,Low-risk customer with excellent credit and low monthly spend of $119.
acct_0004017,232,354.63,34368,excellent,low,1,HR Manager,prime,Stable customer with excellent credit and moderate monthly spend of $355.
acct_0004018,226,107.12,23741,excellent,low,1,Customer Service Rep,prime,Low-risk customer with excellent credit and low monthly spend of $107.
acct_0004019,200,663.56,26837,excellent,low,1,Retail Manager,prime,Low-risk customer with excellent credit and high monthly spend of $664.
acct_0004020,178,232.69,71877,fair,high,1,Delivery Driver,subprime,High-risk customer with fair credit and moderate monthly spend of $233.
acct_0004021,237,106.68,21942,fair,low,1,Administrative Assistant,subprime,Low-risk customer with fair credit and low monthly spend of $107.
acct_0004022,237,764.58,14263,fair,high,1,Retail Store Owner,subprime,High-risk customer with fair credit and high monthly spend of $765.
acct_0004023,229,132.3,58810,good,low,1,Graphic Artist,prime,Low-risk customer with good credit and low monthly spend of $132.
acct_0004024,224,396.73,35793,good,low,1,IT Support,prime,Stable customer with good credit and moderate monthly spend of $397.
acct_0004025,213,248.26,50924,fair,low,1,Warehouse Worker,subprime,Low-risk customer with fair credit and moderate monthly spend of $248.
acct_0004026,185,230.98,22580,good,low,1,teacher,retail,Long-term cardholder with good credit and stable spending habits.
acct_0004027,189,277.7,28897,excellent,low,1,software engineer,prime,Excellent credit and consistent spending reflect a reliable financial profile.
acct_0004028,220,269.37,49696,fair,high,1,freelancer,subprime,High-risk customer with fair credit and fluctuating spending patterns.
acct_0004029,231,132.13,72101,good,low,1,nurse,retail,Long-term cardholder with good credit but lower monthly spending.
acct_0004030,233,98.83,47291,good,medium,1,part-time student,student,Medium-risk customer with good credit and modest spending.
acct_0004031,239,172.02,58753,good,low,1,accountant,retail,Stable spending habits paired with good credit in a long-term relationship.
acct_0004032,212,158.77,56968,good,medium,1,graphic designer,medium,Medium-risk customer with good credit and moderate spending.
acct_0004033,98,41.87,34197,excellent,medium,1,intern,student,Short-term cardholder with excellent credit but low spending.
acct_0004034,210,531.88,35166,fair,low,1,sales manager,retail,Good credit but high spending indicates potential risk.
acct_0004035,226,265.04,48314,excellent,low,1,real estate agent,prime,Excellent credit and high spending reflect financial stability.
acct_0004036,214,297.33,12883,good,low,1,chef,retail,Good credit with high spending suggests reliable payment history.
acct_0004037,195,160.59,71684,excellent,low,1,marketing specialist,prime,Excellent credit and consistent spending indicate strong financial behavior.
acct_0004038,219,83.28,65294,excellent,low,1,administrative assistant,prime,Excellent credit and low spending represent a low-risk profile.
acct_0004039,173,175.45,37551,excellent,low,1,data analyst,prime,Excellent credit with moderate spending reflects a stable financial situation.
acct_0004040,215,229.76,43634,fair,high,1,construction worker,subprime,High-risk customer with fair credit and moderate spending habits.
acct_0004041,234,385.76,39582,fair,high,1,electrician,subprime,High-risk profile with fair credit and significant monthly expenses.
acct_0004042,217,399.2,68619,fair,high,1,truck driver,subprime,High-risk customer with fair credit and substantial spending.
acct_0004043,212,257.49,78374,good,low,1,web developer,retail,Good credit and moderate spending indicate a reliable profile.
acct_0004044,214,416.24,19779,good,high,1,business owner,small_business,High-risk customer with good credit and high spending levels.
acct_0004045,224,143.72,47198,fair,high,1,warehouse manager,subprime,High-risk profile with fair credit and low monthly spending.
acct_0004046,239,352.31,11239,excellent,low,1,financial analyst,prime,Excellent credit and high spending demonstrate a dependable financial history.
acct_0004047,216,256.14,50702,good,low,1,retail associate,retail,Good credit with moderate spending reflects a reliable customer.
acct_0004048,228,126.41,32346,fair,medium,1,call center agent,subprime,Medium-risk customer with fair credit and low spending habits.
acct_0004049,187,127.67,40221,excellent,low,1,student,student,Excellent credit with low spending indicates a low-risk profile.
acct_0004050,224,104.23,51088,excellent,low,1,part-time barista,student,Excellent credit and minimal spending reflect a low-risk financial situation.
acct_0004051,219,229.26,39134,fair,medium,1,Retail Manager,prime,Medium risk with fair credit and moderate monthly spending.
acct_0004052,218,173.04,45466,excellent,low,1,Software Engineer,prime,"Low risk, excellent credit, and consistent low monthly spending."
acct_0004053,199,115.06,78828,good,medium,1,Graphic Designer,prime,Medium risk with good credit and low monthly spending.
acct_0004054,215,345.46,82926,excellent,low,1,Marketing Executive,prime,"Low risk, excellent credit, and high monthly spending."
acct_0004055,236,181.77,10527,good,low,1,Nurse,prime,Low risk with good credit and moderate monthly spending.
acct_0004056,226,545.37,44005,good,low,1,Financial Analyst,prime,"Low risk, good credit, and high monthly spending."
acct_0004057,199,116.05,86218,good,low,1,Sales Associate,prime,Low risk with good credit and low monthly spending.
acct_0004058,239,799.02,57739,excellent,low,1,CEO,prime,"Low risk, excellent credit, and very high monthly spending."
acct_0004059,214,44.71,28475,good,medium,1,Teacher,subprime,Medium risk with good credit and very low monthly spending.
acct_0004060,233,289.3,63415,poor,high,1,Construction Worker,subprime,"High risk, poor credit, and moderate monthly spending."
acct_0004061,199,487.12,23043,good,low,1,Accountant,prime,Low risk with good credit and high monthly spending.
acct_0004062,146,218.68,11964,good,low,1,Web Developer,prime,Low risk with good credit and moderate monthly spending.
acct_0004063,237,320.06,66917,good,high,1,Real Estate Agent,subprime,"High risk, good credit, and high monthly spending."
acct_0004064,234,259.59,56361,excellent,low,1,Project Manager,prime,Low risk with excellent credit and moderate monthly spending.
acct_0004065,225,318.3,78084,good,low,1,Data Scientist,prime,Low risk with good credit and high monthly spending.
acct_0004066,223,270.53,41034,good,low,1,HR Manager,prime,Low risk with good credit and moderate monthly spending.
acct_0004067,217,139.36,86884,good,low,1,Electrician,prime,Low risk with good credit and low monthly spending.
acct_0004068,183,128,47914,excellent,low,1,Dental Hygienist,prime,"Low risk, excellent credit, and low monthly spending."
acct_0004069,229,125.4,76421,excellent,low,1,Pharmacist,prime,"Low risk, excellent credit, and low monthly spending."
acct_0004070,206,323.43,19025,good,high,1,Software Developer,subprime,"High risk, good credit, and high monthly spending."
acct_0004071,212,74.8,18743,excellent,low,1,Administrative Assistant,prime,"Low risk, excellent credit, and very low monthly spending."
acct_0004072,229,321.39,80453,poor,high,1,Bartender,subprime,"High risk, poor credit, and high monthly spending."
acct_0004073,216,481.19,85057,good,low,1,Marketing Specialist,prime,Low risk with good credit and high monthly spending.
acct_0004074,220,605.28,94815,fair,high,1,Warehouse Worker,subprime,"High risk, fair credit, and very high monthly spending."
acct_0004075,232,155.87,39215,good,low,1,Customer Service Rep,prime,Low risk with good credit and moderate monthly spending.
acct_0004076,230,298.74,12004,excellent,low,1,Accountant,prime,Stable customer with excellent credit and consistent spending of $298.74 monthly.
acct_0004077,218,378.83,98190,fair,high,1,Retail Manager,subprime,High-risk customer with fair credit and elevated monthly spend of $378.83.
acct_0004078,238,454.24,64122,good,low,1,Software Engineer,prime,"Low-risk customer with good credit, demonstrating strong monthly spending at $454.24."
acct_0004079,235,197.13,32240,good,low,1,Teacher,prime,"Reliable customer with good credit, spending $197.13 monthly."
acct_0004080,237,549.69,78745,excellent,low,1,Doctor,prime,Low-risk customer with excellent credit and high monthly spend of $549.69.
acct_0004081,217,158.24,91349,excellent,low,1,Nurse,prime,"Stable customer with excellent credit, low monthly spend of $158.24."
acct_0004082,223,333.6,35632,fair,high,1,Sales Executive,subprime,High-risk customer with fair credit and moderate spending of $333.60.
acct_0004083,190,193.28,79269,good,low,1,Graphic Designer,prime,Low-risk customer with good credit and monthly spending of $193.28.
acct_0004084,229,222.26,80879,fair,low,1,Customer Service Rep,subprime,Moderate-risk customer with fair credit and monthly spend of $222.26.
acct_0004085,234,104.92,55151,excellent,low,1,Data Analyst,prime,Low-risk customer with excellent credit and minimal monthly spend of $104.92.
acct_0004086,210,257.48,66911,good,high,1,Project Manager,subprime,High-risk customer with good credit and a monthly spend of $257.48.
acct_0004087,239,485.24,34256,excellent,low,1,Marketing Specialist,prime,Low-risk customer with excellent credit and strong monthly spending of $485.24.
acct_0004088,237,155.01,93623,excellent,low,1,Freelancer,prime,Reliable customer with excellent credit and low monthly spend of $155.01.
acct_0004089,222,100.16,98478,excellent,low,1,Retail Associate,prime,Low-risk customer with excellent credit and minimal spend of $100.16 monthly.
acct_0004090,212,138.45,98289,good,low,1,Student,student,Low-risk student customer with good credit and modest monthly spending of $138.45.
acct_0004091,236,454.23,76340,good,high,1,Financial Analyst,subprime,High-risk customer with good credit and high monthly spend of $454.23.
acct_0004092,201,145.58,13811,excellent,low,1,Engineer,prime,Stable customer with excellent credit and low spending of $145.58 monthly.
acct_0004093,215,91.79,42980,excellent,low,1,Receptionist,prime,Low-risk customer with excellent credit and very low spend of $91.79.
acct_0004094,234,198.26,50043,good,low,1,Sales Associate,prime,Reliable customer with good credit and modest spend of $198.26 monthly.
acct_0004095,239,165.91,96384,excellent,low,1,Web Developer,prime,Low-risk customer with excellent credit and steady monthly spend of $165.91.
acct_0004096,212,279.75,59228,good,low,1,IT Specialist,prime,Low-risk customer with good credit and consistent monthly spending of $279.75.
acct_0004097,121,123.01,58254,good,low,1,Intern,student,Low-risk student customer with good credit and minimal spending of $123.01.
acct_0004098,199,176.72,23206,excellent,low,1,Bartender,prime,Low-risk customer with excellent credit and moderate monthly spend of $176.72.
acct_0004099,237,492.43,81434,excellent,low,1,Consultant,prime,Low-risk customer with excellent credit and high monthly spend of $492.43.
acct_0004100,237,487.98,40265,good,high,1,Business Owner,subprime,High-risk customer with good credit and significant monthly spending of $487.98.
acct_0004101,200,386.27,18268,good,low,1,Accountant,prime,"Stable customer with low risk, good credit, and consistent spending habits."
acct_0004102,219,175.2,98887,fair,high,1,Freelance Writer,subprime,High-risk customer with fair credit and irregular spending patterns.
acct_0004103,171,159.44,27106,excellent,low,1,Software Engineer,prime,Reliable customer with excellent credit and steady monthly spending.
acct_0004104,215,286.67,11460,fair,high,1,Retail Manager,subprime,High-risk customer with fair credit and moderate spending levels.
acct_0004105,183,338.34,17005,good,low,1,Graphic Designer,prime,Low-risk customer with good credit and stable monthly expenditures.
acct_0004106,238,128.47,50725,good,medium,1,Sales Representative,medium,Moderate risk customer with good credit and lower spending averages.
acct_0004107,222,980.1,19261,good,low,1,Business Owner,small_business,Low-risk customer with high spending and good credit profile.
acct_0004108,207,32.93,85838,good,low,1,Student,student,Low-risk customer with good credit and minimal spending.
acct_0004109,239,166.86,56119,excellent,low,1,Teacher,prime,Stable customer with excellent credit and consistent monthly spending.
acct_0004110,237,289.63,39150,excellent,low,1,Nurse,prime,Reliable customer with excellent credit and moderate spending habits.
acct_0004111,239,73.1,10283,excellent,low,1,Data Analyst,prime,Low-risk individual with excellent credit and steady spending.
acct_0004112,236,344.34,53181,good,low,1,Marketing Specialist,prime,Low-risk customer with good credit and consistent monthly expenses.
acct_0004113,225,327.54,23617,good,low,1,Project Manager,prime,Low-risk customer with good credit and substantial monthly spending.
acct_0004114,213,233.77,98023,fair,high,1,Construction Worker,subprime,High-risk customer with fair credit and varying spending patterns.
acct_0004115,232,197.68,36197,good,low,1,Retail Associate,prime,Low-risk customer with good credit and consistent spending behavior.
acct_0004116,200,266.72,52738,excellent,low,1,Financial Analyst,prime,Stable customer with excellent credit and moderate monthly expenditures.
acct_0004117,236,214.24,11675,excellent,low,1,Operations Manager,prime,Low-risk customer with excellent credit and reliable spending habits.
acct_0004118,145,162.78,21782,excellent,low,1,Intern,student,Low-risk customer with excellent credit and minimal spending.
acct_0004119,191,41.89,28673,excellent,low,1,Part-time Barista,student,Low-risk customer with excellent credit and low monthly spending.
acct_0004120,170,40.56,14654,fair,low,1,Delivery Driver,subprime,Low-risk customer with fair credit and low spending averages.
acct_0004121,236,196.89,75338,good,low,1,Software Developer,prime,Low-risk customer with good credit and stable spending patterns.
acct_0004122,226,305.98,95086,excellent,low,1,Consultant,prime,Low-risk customer with excellent credit and substantial monthly spending.
acct_0004123,210,182.21,98681,poor,high,1,Laborer,subprime,High-risk customer with poor credit and erratic spending habits.
acct_0004124,239,286.63,33922,fair,high,1,Waiter,subprime,High-risk customer with fair credit and moderate spending patterns.
acct_0004125,224,129.19,80986,excellent,low,1,Web Designer,prime,Low-risk customer with excellent credit and consistent spending behavior.
acct_0004126,216,77.63,55365,excellent,low,1,teacher,prime,"Long-term customer with excellent credit and low monthly spend, indicating stable financial behavior."
acct_0004127,222,248.45,14127,fair,high,1,construction worker,subprime,"High-risk customer with fair credit and significant monthly spend, suggesting potential financial instability."
acct_0004128,224,104.76,18163,good,high,1,graphic designer,subprime,"High-risk customer with good credit and moderate monthly spend, reflecting possible concerns with credit management."
acct_0004129,200,196.66,59300,fair,high,1,restaurant manager,subprime,"High-risk customer with fair credit and high monthly spend, indicating potential financial distress."
acct_0004130,239,148.33,48128,good,low,1,software engineer,prime,"Long-time customer with good credit and moderate spend, showing reliable financial behavior."
acct_0004131,235,191.57,10754,poor,high,1,retail associate,subprime,"High-risk customer with poor credit and high monthly spend, raising concerns about repayment capacity."
acct_0004132,238,187.45,93708,excellent,low,1,accountant,prime,"Stable customer with excellent credit and high monthly spend, indicating strong financial health."
